"timestamp","elapsed_s","position_lat","position_long","distance","power","power_filled","temperature"
2024-06-02 11:45:18,0,51.0441459529102,-114.005357958376,0,0,0,29
2024-06-02 11:45:19,1,51.0441489703953,-114.005382936448,1.7,71,71,29
2024-06-02 11:45:20,2,51.0441519878805,-114.005412943661,3.9,0,0,29
2024-06-02 11:45:21,3,51.044155927375,-114.005461977795,7.7,0,0,29
2024-06-02 11:45:22,4,51.0441599506885,-114.00552299805,11.8,0,0,29
2024-06-02 11:45:23,5,51.0441649798304,-114.005585946143,16.2,0,0,29
2024-06-02 11:45:24,6,51.04417193681,-114.005647972226,20.9,0,0,29
2024-06-02 11:45:25,7,51.0441799834371,-114.005716955289,25.6,0,0,29
2024-06-02 11:45:26,8,51.0441879462451,-114.005787950009,30.7,0,0,29
2024-06-02 11:45:27,9,51.0441949870437,-114.005861962214,35.9,0,0,29
2024-06-02 11:45:28,10,51.0442029498518,-114.005931951106,41,0,0,29
2024-06-02 11:45:29,11,51.0442109964788,-114.006008980796,46.3,0,0,29
2024-06-02 11:45:30,12,51.044221976772,-114.006080981344,51.4,0,0,29
2024-06-02 11:45:31,13,51.0442309454083,-114.006144935265,56.2,0,0,29
2024-06-02 11:45:32,14,51.0442429315299,-114.006212996319,61,0,0,29
2024-06-02 11:45:33,15,51.0442569293082,-114.006281979382,66,0,0,29
2024-06-02 11:45:34,16,51.0442689992487,-114.006350962445,71.09,0,0,29
2024-06-02 11:45:35,17,51.0442789737135,-114.006417933851,76,0,0,29
2024-06-02 11:45:36,18,51.0442879423499,-114.006477948278,80.59,0,0,29
2024-06-02 11:45:37,19,51.0442969948053,-114.00654098019,85.1,0,0,29
2024-06-02 11:45:38,20,51.0443029459566,-114.00661197491,89.9,0,0,29
2024-06-02 11:45:39,21,51.0443129204214,-114.006690932438,95.5,0,0,29
2024-06-02 11:45:40,22,51.0443249903619,-114.006787994877,102.6,0,0,29
2024-06-02 11:45:41,23,51.0443499684334,-114.006894947961,110.6,0,0,29
2024-06-02 11:45:42,24,51.0443819873035,-114.007004918531,119.1,0,0,29
2024-06-02 11:45:43,25,51.0444179456681,-114.007124947384,128.3,0,0,29
2024-06-02 11:45:44,26,51.0444579273462,-114.007241958752,137.69,0,0,29
2024-06-02 11:45:45,27,51.0444919578731,-114.007363999262,147.19,0,0,29
2024-06-02 11:45:46,28,51.0445239767432,-114.007485955954,156.4,0,0,29
2024-06-02 11:45:47,29,51.0445439256728,-114.007607996464,165.2,0,0,29
2024-06-02 11:45:48,30,51.0445599351078,-114.007730958983,174.1,0,0,29
2024-06-02 11:45:49,31,51.0445759445429,-114.007860962301,183.4,0,0,29
2024-06-02 11:45:50,32,51.0445979889482,-114.007992977276,192.9,0,0,29
2024-06-02 11:45:51,33,51.0446309298277,-114.008129937574,203.3,0,0,29
2024-06-02 11:45:52,34,51.0446759406477,-114.008264970034,214,179,179,29
2024-06-02 11:45:53,35,51.0447299201041,-114.008391955867,224.8,NA,NA,29
2024-06-02 11:45:54,36,51.0447839833796,-114.008505949751,234.9,143,143,29
2024-06-02 11:45:55,37,51.0448419861495,-114.00861592032,244.8,90,90,29
2024-06-02 11:45:56,38,51.0449019167572,-114.008712982759,254.3,139,139,29
2024-06-02 11:45:57,39,51.0449569858611,-114.008804932237,263.3,195,195,29
2024-06-02 11:45:58,40,51.0450059361756,-114.00889294222,271.7,161,161,29
2024-06-02 11:45:59,41,51.0450569819659,-114.008979946375,279.89,276,276,29
2024-06-02 11:46:00,42,51.045104926452,-114.009071979672,288.1,294,294,28
2024-06-02 11:46:01,43,51.0451499372721,-114.009159989655,296.1,356,356,28
2024-06-02 11:46:02,44,51.0451949480921,-114.009241964668,303.5,214,214,28
2024-06-02 11:46:03,45,51.0452489275485,-114.00934397243,313,623,623,28
2024-06-02 11:46:04,46,51.0452909208834,-114.009429970756,320.8,129,129,28
2024-06-02 11:46:05,47,51.045331992209,-114.009523931891,328.7,292,292,28
2024-06-02 11:46:06,48,51.0453699622303,-114.009618982673,336.5,271,271,28
2024-06-02 11:46:07,49,51.0454089380801,-114.009711937979,344.6,230,230,28
2024-06-02 11:46:08,50,51.045450931415,-114.00981394574,353,154,154,28
2024-06-02 11:46:09,51,51.0454939305782,-114.009912936017,361.4,214,214,28
2024-06-02 11:46:10,52,51.0455399472266,-114.010011926293,370.3,279,279,28
2024-06-02 11:46:11,53,51.0455859638751,-114.010108988732,378.5,232,232,28
2024-06-02 11:46:12,54,51.0456289630383,-114.010199932382,386.4,257,257,28
2024-06-02 11:46:13,55,51.0456679388881,-114.010293977335,394.4,383,383,28
2024-06-02 11:46:14,56,51.0457059927285,-114.010391961783,402.3,449,449,28
2024-06-02 11:46:15,57,51.0457439627498,-114.010484917089,410.3,470,470,28
2024-06-02 11:46:16,58,51.0457809269428,-114.010581979528,418.1,437,437,28
2024-06-02 11:46:17,59,51.0458139516413,-114.010672923177,425.6,418,418,28
2024-06-02 11:46:18,60,51.0458379238844,-114.010756993666,432.1,241,241,28
2024-06-02 11:46:19,61,51.0458319727331,-114.010808961466,436.2,0,0,28
2024-06-02 11:46:20,62,51.0458419471979,-114.010921949521,444.1,709,709,28
