"timestamp","elapsed_s","position_lat","position_long","distance","power","power_filled","temperature"
2024-06-19 11:31:17,0,51.0715679358691,-113.954596985132,0,0,0,19
2024-06-19 11:31:18,1,51.0715679358691,-113.954524984583,5.09,0,0,19
2024-06-19 11:31:19,2,51.0715679358691,-113.954453989863,10.1,37,37,19
2024-06-19 11:31:20,3,51.071564918384,-113.954373942688,15.8,108,108,19
2024-06-19 11:31:21,4,51.0715639963746,-113.954284926876,22.1,112,112,19
2024-06-19 11:31:22,5,51.0715609788895,-113.954192977399,28.5,65,65,19
2024-06-19 11:31:23,6,51.0715569555759,-113.954106979072,34.6,49,49,19
2024-06-19 11:31:24,7,51.0715539380908,-113.95401796326,41.1,85,85,19
2024-06-19 11:31:25,8,51.0715499985963,-113.953920984641,47.6,81,81,19
2024-06-19 11:31:26,9,51.0715459752828,-113.953826939687,54.1,58,58,19
2024-06-19 11:31:27,10,51.0715419519693,-113.953735996038,60.6,76,76,19
2024-06-19 11:31:28,11,51.0715379286557,-113.953640945256,67.2,72,72,19
2024-06-19 11:31:29,12,51.0715339891613,-113.953540949151,74.2,117,117,19
2024-06-19 11:31:30,13,51.0715309716761,-113.953439947218,81.3,90,90,19
2024-06-19 11:31:31,14,51.0715269483626,-113.953340956941,88.2,57,57,19
2024-06-19 11:31:32,15,51.0715229250491,-113.953246995807,94.9,65,65,19
2024-06-19 11:31:33,16,51.0715169738978,-113.95315496251,101.5,56,56,18
2024-06-19 11:31:34,17,51.0715119447559,-113.953063935041,107.9,49,49,18
2024-06-19 11:31:35,18,51.0715099330992,-113.952977936715,113.9,15,15,18
2024-06-19 11:31:36,19,51.0715129505843,-113.952899985015,119.2,0,0,18
2024-06-19 11:31:37,20,51.0715139564127,-113.95283292979,124.1,0,0,18
2024-06-19 11:31:38,21,51.0715139564127,-113.952771993354,128.5,0,0,18
2024-06-19 11:31:39,22,51.0715119447559,-113.952710973099,132.8,24,24,18
2024-06-19 11:31:40,23,51.0715229250491,-113.952644923702,137.5,56,56,18
2024-06-19 11:31:41,24,51.0715489927679,-113.952596979216,141.9,12,12,18
