time_s,timestamp,P,PCP,PWp,PPmax,Eexp_J,Wbal_J,MPA_W,k_strain,SR_total,SR_CP,SR_Wp,SR_Pmax
36,2024-06-10 19:26:03,43,43,0,0,0,18147,891,0.19037616956272674,8.18617529119725,8.18617529119725,0,0
37,2024-06-10 19:26:04,85,85,0,0,0,18147,891,0.1983290232743187,16.85796697831709,16.85796697831709,0,0
38,2024-06-10 19:26:05,70,70,0,0,0,18147,891,0.19541356330850648,13.678949431595454,13.678949431595454,0,0
39,2024-06-10 19:26:06,50,50,0,0,0,18147,891,0.19165705497885427,9.582852748942713,9.582852748942713,0,0
40,2024-06-10 19:26:07,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
41,2024-06-10 19:26:08,82,82,0,0,0,18147,891,0.19773899246330823,16.214597381991275,16.214597381991275,0,0
42,2024-06-10 19:26:09,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
43,2024-06-10 19:26:10,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
44,2024-06-10 19:26:11,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
45,2024-06-10 19:26:12,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
46,2024-06-10 19:26:13,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
47,2024-06-10 19:26:14,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
48,2024-06-10 19:26:15,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
49,2024-06-10 19:26:16,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
50,2024-06-10 19:26:17,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
51,2024-06-10 19:26:18,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
52,2024-06-10 19:26:19,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
53,2024-06-10 19:26:20,105,105,0,0,0,18147,891,0.20235437385833166,21.247209255124826,21.247209255124826,0,0
54,2024-06-10 19:26:21,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
55,2024-06-10 19:26:22,134,134,0,0,0,18147,891,0.20849017147636972,27.937682977833543,27.937682977833543,0,0
56,2024-06-10 19:26:23,91,91,0,0,0,18147,891,0.19951971182709627,18.15629377626576,18.15629377626576,0,0
57,2024-06-10 19:26:24,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
58,2024-06-10 19:26:25,69,69,0,0,0,18147,891,0.19522224397885257,13.470334834540827,13.470334834540827,0,0
59,2024-06-10 19:26:26,72,72,0,0,0,18147,891,0.19579732914375492,14.097407698350354,14.097407698350354,0,0
60,2024-06-10 19:26:27,252,199.4,48.599479467900515,4.000520532099478,0,18147,891,0.23783396946564886,59.93416030534351,47.42409351145039,11.55860711581508,0.9514596780780487
61,2024-06-10 19:26:28,87,87,0,0,52.599999999999994,18094.4,888.9953623188406,0.20072218226147037,17.462829856747923,17.462829856747923,0,0
62,2024-06-10 19:26:29,75,75,0,0,52.27520978965032,18094.724790210348,889.0077403928735,0.1983378566152516,14.87533924614387,14.87533924614387,0,0
63,2024-06-10 19:26:30,60,60,0,0,51.91808203452479,18095.081917965475,889.0213508825108,0.19543735356899186,11.726241214139511,11.726241214139511,0,0
64,2024-06-10 19:26:31,78,78,0,0,51.52079025374287,18095.479209746256,889.0364920626281,0.19889718286978655,15.51398026384335,15.51398026384335,0,0
65,2024-06-10 19:26:32,67,67,0,0,51.1772762081316,18095.82272379187,889.0495837204197,0.1967465470779561,13.182018654223059,13.182018654223059,0,0
66,2024-06-10 19:26:33,64,64,0,0,50.805247052241945,18096.19475294776,889.063762117081,0.1961576752561565,12.554091216394015,12.554091216394015,0,0
67,2024-06-10 19:26:34,213,199.4,13.332562174667432,0.26743782533256194,50.42758512774009,18096.57241487226,889.0781551840885,0.22945275224061037,48.87343622725001,45.75287879677771,3.0591930853964997,0.06136434507579997
68,2024-06-10 19:26:35,170,170,0,0,64.02758512774008,18082.97241487226,888.5598458216595,0.21929612579133045,37.280341384526174,37.280341384526174,0,0
69,2024-06-10 19:26:36,31,31,0,0,63.923937859513345,18083.076062140488,888.5637959208884,0.19051935442619555,5.9060999872120625,5.9060999872120625,0,0
70,2024-06-10 19:26:37,250,199.4,46.897917871602075,3.702082128397917,63.33348225357891,18083.66651774642,888.5862987641717,0.24014005382654485,60.035013456636214,47.88392673301305,11.262068522039403,0.8890182015837655
71,2024-06-10 19:26:38,99,99,0,0,113.9334822535789,18033.06651774642,886.6578830480754,0.20550949864023058,20.345440365382828,20.345440365382828,0,0
72,2024-06-10 19:26:39,69,69,0,0,113.3048749667197,18033.69512503328,886.681839889404,0.19944993157489324,13.762045278667633,13.762045278667633,0,0
73,2024-06-10 19:26:40,230,199.4,29.2460960092539,1.3539039907460955,112.49361150881833,18034.506388491183,886.7127579368768,0.23673552076141707,54.449169775125924,47.20506283982657,6.923589768989124,0.3205171663102377
74,2024-06-10 19:26:41,96,96,0,0,143.09361150881833,18003.90638849118,885.5465618714113,0.2060070777640675,19.77667946535048,19.77667946535048,0,0
75,2024-06-10 19:26:42,67,67,0,0,142.28059522120606,18004.719404778793,885.5775467209463,0.20013919609053518,13.409326138065857,13.409326138065857,0,0
76,2024-06-10 19:26:43,239,199.4,37.33256217466743,2.2674378253325616,141.2462977036056,18005.753702296395,885.6169648155721,0.24052505894342008,57.4854890874774,47.96069675331797,8.979416717570778,0.5453756165886546
77,2024-06-10 19:26:44,73,73,0,0,180.8462977036056,17966.153702296393,884.1077699073227,0.20276413415832253,14.801781793557545,14.801781793557545,0,0
78,2024-06-10 19:26:45,50,50,0,0,179.5910187977059,17967.408981202294,884.1556098197777,0.19823566914669574,9.911783457334787,9.911783457334787,0,0
79,2024-06-10 19:26:46,79,79,0,0,178.11855754083572,17968.881442459166,884.2117267650168,0.2038642211142804,16.10527346802815,16.10527346802815,0,0
80,2024-06-10 19:26:47,245,199.4,42.59340659340659,3.0065934065934057,176.9407050472925,17970.05929495271,884.2566158808229,0.24384123979084116,59.74110374875608,48.62194321429373,10.386029070651652,0.7331314638107046
81,2024-06-10 19:26:48,59,59,0,0,222.5407050472925,17924.459294952707,882.5187550773843,0.20155249653152577,11.89159729536002,11.89159729536002,0,0
82,2024-06-10 19:26:49,91,91,0,0,220.8255918720807,17926.174408127918,882.5841197256443,0.2079406446611524,18.922598664164866,18.922598664164866,0,0
83,2024-06-10 19:26:50,84,84,0,0,219.51043555309883,17927.4895644469,882.6342416251433,0.2064445134885301,17.341339133036527,17.341339133036527,0,0
84,2024-06-10 19:26:51,64,64,0,0,218.11895867249228,17928.881041327506,882.6872721762331,0.2023701557129451,12.951689965628486,12.951689965628486,0,0
85,2024-06-10 19:26:52,62,62,0,0,216.4975665824609,17930.50243341754,882.7490650218532,0.2019165062020097,12.518823384524602,12.518823384524602,0,0
86,2024-06-10 19:26:53,245,199.4,42.59340659340659,3.0065934065934057,214.8645453932687,17932.13545460673,882.8113010638682,0.24555086223814976,60.15996124834669,48.96284193028706,10.458847714671082,0.7382716033885467
87,2024-06-10 19:26:54,59,59,0,0,260.46454539326874,17886.535454606732,881.0734402604296,0.20295381010235639,11.974274796039026,11.974274796039026,0,0
88,2024-06-10 19:26:55,68,68,0,0,258.4571545503907,17888.54284544961,881.1499438977766,0.20466554783081325,13.9172572524953,13.9172572524953,0,0
89,2024-06-10 19:26:56,0,0,0,0,256.59246000970705,17890.407539990294,881.2210092388432,0.19183693209937344,0,0,0,0
90,2024-06-10 19:26:57,146,146,0,0,253.7884447873997,17893.2115552126,881.3278730139988,0.2213809053218988,32.32161217699723,32.32161217699723,0,0
91,2024-06-10 19:26:58,0,0,0,0,253.04273570301996,17893.95726429698,881.3562927198872,0.1917128643434637,0,0,0,0
92,2024-06-10 19:26:59,70,70,0,0,250.277511491916,17896.722488508083,881.4616781314922,0.20476119352068578,14.333283546448005,14.333283546448005,0,0
93,2024-06-10 19:27:00,117,117,0,0,248.4992165908301,17898.50078340917,881.5294506974036,0.21457833295931417,25.105664956239757,25.105664956239757,0,0
94,2024-06-10 19:27:01,46,46,0,0,247.37341522812028,17899.62658477188,881.5723560934717,0.1999498696921948,9.197694005840962,9.197694005840962,0,0
95,2024-06-10 19:27:02,0,0,0,0,245.2911346327861,17901.708865367214,881.6517138528664,0.19144193520463465,0,0,0,0
96,2024-06-10 19:27:03,82,82,0,0,242.6106190970554,17904.389380902943,881.7538709336241,0.20690810101782622,16.96646428346175,16.96646428346175,0,0
97,2024-06-10 19:27:04,73,73,0,0,241.04614271532162,17905.95385728468,881.8134946656794,0.20501917174594123,14.966399537453709,14.966399537453709,0,0
98,2024-06-10 19:27:05,225,199.4,24.652400231347595,0.9475997686523998,239.3730084452746,17907.626991554724,881.877259456618,0.24095532764430547,54.21494871996873,48.04649233227451,5.940127174962912,0.22832921273130705
99,2024-06-10 19:27:06,91,91,0,0,264.97300844527456,17882.026991554725,880.9016183038104,0.20962415618990352,19.07579821328122,19.07579821328122,0,0
100,2024-06-10 19:27:07,73,73,0,0,263.3949262879388,17883.60507371206,880.961760565342,0.20585633913373105,15.027512756762366,15.027512756762366,0,0
101,2024-06-10 19:27:08,84,84,0,0,261.56666605209955,17885.4333339479,881.0314373592532,0.20803712504048766,17.475118503400964,17.475118503400964,0,0
102,2024-06-10 19:27:09,64,64,0,0,259.90859468236374,17887.091405317635,881.0946280882612,0.2039218354557081,13.050997469165319,13.050997469165319,0,0
103,2024-06-10 19:27:10,84,84,0,0,257.9765584113585,17889.02344158864,881.1682598888359,0.2079011726064826,17.463698498944538,17.463698498944538,0,0
104,2024-06-10 19:27:11,0,0,0,0,256.34124473771305,17890.658755262288,881.2305832996858,0.19182815177945176,0,0,0,0
105,2024-06-10 19:27:12,76,76,0,0,253.53997476928697,17893.460025230714,881.3373424505187,0.2060948911173909,15.663211724921709,15.663211724921709,0,0
106,2024-06-10 19:27:13,41,41,0,0,251.82174597007446,17895.178254029925,881.4028258382706,0.19915873276322604,8.165508043292268,8.165508043292268,0,0
107,2024-06-10 19:27:14,114,114,0,0,249.63323095304563,17897.366769046956,881.4862322958546,0.21396330162243485,24.391816384957572,24.391816384957572,0,0
108,2024-06-10 19:27:15,0,0,0,0,248.46121389552175,17898.538786104476,881.5308990174605,0.19155273384312135,0,0,0,0
109,2024-06-10 19:27:16,0,0,0,0,245.7460560694124,17901.253943930587,881.6343763499418,0.19145783533570998,0,0,0,0
110,2024-06-10 19:27:17,0,0,0,0,243.06056920041178,17903.93943079959,881.7367228930951,0.19136397386913503,0,0,0,0
111,2024-06-10 19:27:18,0,0,0,0,240.40442904744367,17906.595570952555,881.8379510040661,0.1912711381107244,0,0,0,0
112,2024-06-10 19:27:19,78,78,0,0,237.77731491270393,17909.222685087298,881.9380729049636,0.20590865971457564,16.0608754577369,16.0608754577369,0,0
113,2024-06-10 19:27:20,0,0,0,0,236.1919384656819,17910.808061534317,881.9984931590419,0.191123905760233,0,0,0,0
114,2024-06-10 19:27:21,25,25,0,0,233.61085798179315,17913.389142018208,882.096860672276,0.1955163688077004,4.88790922019251,4.88790922019251,0,0
115,2024-06-10 19:27:22,0,0,0,0,231.37651693258883,17915.62348306741,882.1820136049716,0.19095560014217566,0,0,0,0
116,2024-06-10 19:27:23,59,59,0,0,228.84805886511916,17918.15194113488,882.2783756262128,0.20178555785707505,11.905347913567429,11.905347913567429,0,0
117,2024-06-10 19:27:24,40,40,0,0,227.08433514186683,17919.915664858134,882.3455928702201,0.19807159856224282,7.9228639424897125,7.9228639424897125,0,0
118,2024-06-10 19:27:25,38,38,0,0,225.09840179648114,17921.90159820352,882.4212787412549,0.1976232623135168,7.509683967913638,7.509683967913638,0,0
119,2024-06-10 19:27:26,79,79,0,0,223.10524612574076,17923.894753874258,882.4972398622052,0.20555938316966066,16.239191270403193,16.239191270403193,0,0
120,2024-06-10 19:27:27,249,199.4,46.042799305957196,3.5572006940427987,221.62990815927688,17925.370091840723,882.5534664416732,0.24702464173796862,61.509135792754186,49.25671356255094,11.373706003167266,0.8787162270359756
121,2024-06-10 19:27:28,90,90,0,0,271.2299081592769,17875.770091840724,880.6631617081085,0.20965297710105105,18.868767939094596,18.868767939094596,0,0
122,2024-06-10 19:27:29,143,143,0,0,269.59970535644226,17877.400294643558,880.7252903386502,0.2213159274449544,31.64817762462848,31.64817762462848,0,0
123,2024-06-10 19:27:30,143,143,0,0,268.76310321937933,17878.23689678062,880.7571740680817,0.22128227351901872,31.643365113219676,31.643365113219676,0,0
124,2024-06-10 19:27:31,58,58,0,0,267.92909716503397,17879.070902834967,880.78895885825,0.2030327790989442,11.775901187738764,11.775901187738764,0,0
125,2024-06-10 19:27:32,76,76,0,0,265.8495271093188,17881.15047289068,880.8682133163164,0.20655736068975117,15.69835941242109,15.69835941242109,0,0
126,2024-06-10 19:27:33,76,76,0,0,264.04787703756216,17882.952122962437,880.9368759707291,0.2064896727417891,15.693215128375972,15.693215128375972,0,0
127,2024-06-10 19:27:34,250,199.4,46.897917871602075,3.702082128397917,262.25843666584285,17884.74156333416,881.0050733014771,0.24916102653322578,62.29025663330644,49.68270869072522,11.685133359159288,0.9224145834219344
128,2024-06-10 19:27:35,41,41,0,0,312.8584366658429,17834.141563334157,879.0766575853806,0.201375397765027,8.256391308366107,8.256391308366107,0,0
129,2024-06-10 19:27:36,68,68,0,0,310.1394681978507,17836.86053180215,879.1802801451682,0.2065920577609857,14.048259927747027,14.048259927747027,0,0
130,2024-06-10 19:27:37,242,199.4,39.975997686523996,2.6240023134759967,307.90190052747573,17839.098099472525,879.265556047567,0.24886190942059527,60.22458207978406,49.6230647384667,9.94850311526166,0.6530142260556959
131,2024-06-10 19:27:38,45,45,0,0,350.50190052747575,17796.498099472523,877.64202819172294,0.20351824355105896,9.158320959797653,9.158320959797653,0,0
132,2024-06-10 19:27:39,52,52,0,0,347.5323782242632,17799.467621775737,877.7551996043478,0.20478120223001944,10.64862251596101,10.64862251596101,0,0
133,2024-06-10 19:27:40,292,199.4,80.20156159629843,12.39843840370156,344.7209608775256,17802.279039122473,877.8623454817381,0.2662044771020315,77.7317073137932,53.08117273414508,21.350014767508995,3.30051981213912
134,2024-06-10 19:27:41,39,39,0,0,437.32096087752564,17709.679039122475,874.3332684993169,0.2055038344119109,8.014649542064525,8.014649542064525,0,0
135,2024-06-10 19:27:42,54,54,0,0,433.4725460114609,17713.52745398854,874.4799353710516,0.208336611953829,11.250177045506765,11.250177045506765,0,0
136,2024-06-10 19:27:43,97,97,0,0,430.0132918878467,17716.986708112152,874.6117709445288,0.21722189355292054,21.070523674633293,21.070523674633293,0,0
137,2024-06-10 19:27:44,93,93,0,0,427.59364353918556,17719.406356460815,874.7039861204772,0.21625828542161898,20.112020544210566,20.112020544210566,0,0
138,2024-06-10 19:27:45,0,0,0,0,425.09389992550274,17721.9061000745,874.7992538056717,0.19772628961328714,0,0,0,0
139,2024-06-10 19:27:46,0,0,0,0,420.44851881704767,17726.551481182953,874.9762938439483,0.19756392714238052,0,0,0,0
140,2024-06-10 19:27:47,116,116,0,0,415.8539019412635,17731.146098058736,875.1513992074405,0.22090373644556602,25.624833427685658,25.624833427685658,0,0
141,2024-06-10 19:27:48,0,0,0,0,413.94710516539294,17733.052894834607,875.2240691060568,0.19733669377654361,0,0,0,0
142,2024-06-10 19:27:49,0,0,0,0,409.4235350493033,17737.576464950696,875.3964668077314,0.19717858876767114,0,0,0,0
143,2024-06-10 19:27:50,0,0,0,0,404.9493980282634,17742.050601971736,875.566980565584,0.19702221151358765,0,0,0,0
144,2024-06-10 19:27:51,0,0,0,0,400.52415390264684,17746.475846097353,875.7356309671533,0.19686754313357183,0,0,0,0
145,2024-06-10 19:27:52,0,0,0,0,396.1472683760717,17750.852731623927,875.9024383749991,0.19671456495322903,0,0,0,0
146,2024-06-10 19:27:53,0,0,0,0,391.81821299089023,17755.18178700911,876.0674229291619,0.19656325850223594,0,0,0,0
147,2024-06-10 19:27:54,0,0,0,0,387.5364650643839,17759.463534935618,876.2306045495935,0.19641360551211157,0,0,0,0
148,2024-06-10 19:27:55,105,105,0,0,383.3015076256555,17763.698492374344,876.3920029385627,0.21717880765317368,22.803774803583238,22.803774803583238,0,0
149,2024-06-10 19:27:56,0,0,0,0,381.31276500787754,17765.68723499212,876.4677958737285,0.19619607861910443,0,0,0,0
150,2024-06-10 19:27:57,0,0,0,0,377.14581950409405,17769.854180495906,876.6266022610332,0.19605043813184775,0,0,0,0
151,2024-06-10 19:27:58,0,0,0,0,373.024409939374,17773.975590060625,876.7836732289595,0.19590638918840836,0,0,0,0
152,2024-06-10 19:27:59,0,0,0,0,368.9480387017988,17778.051961298203,876.9390277419869,0.1957639143965637,0,0,0,0
153,2024-06-10 19:28:00,258,199.4,53.63475997686523,4.965240023134759,364.9162136173004,17782.0837863827,877.0926845573525,0.2562557850103886,66.11399253268026,51.097403531071485,13.744217521715372,1.2723714798933976
154,2024-06-10 19:28:01,129,129,0,0,423.5162136173004,17723.483786382698,874.8593809810037,0.22419452779175816,28.921094085136804,28.921094085136804,0,0
155,2024-06-10 19:28:02,90,90,0,0,421.87639532702076,17725.12360467298,874.9218760672195,0.21539196714592215,19.385277043132994,19.385277043132994,0,0
156,2024-06-10 19:28:03,87,87,0,0,419.3407454542641,17727.659254545735,875.0185121752262,0.2146516721394995,18.674695476136456,18.674695476136456,0,0
157,2024-06-10 19:28:04,84,84,0,0,416.751434257985,17730.248565742015,875.1171933689964,0.2139137585761165,17.968755720393787,17.968755720393787,0,0
158,2024-06-10 19:28:05,220,199.4,19.986408328513587,0.613591671486408,414.1096464802494,17732.89035351975,875.2178744968456,0.24722211110196965,54.388864442433324,49.29608895373275,4.941082060321118,0.15169342837945604
159,2024-06-10 19:28:06,104,104,0,0,434.7096464802494,17712.29035351975,874.4327882566959,0.21894486186466358,22.770265633925014,22.770265633925014,0,0
160,2024-06-10 19:28:07,285,199.4,75.00520532099479,10.594794679005203,432.43034508952263,17714.569654910476,874.5196546721819,0.2680411538711424,76.39172885327558,53.4474060819058,20.104481780581395,2.8398409907883946
161,2024-06-10 19:28:08,45,45,0,0,518.0303450895226,17628.969654910477,871.2573545674815,0.2096256413167386,9.433153859253238,9.433153859253238,0,0
162,2024-06-10 19:28:09,58,58,0,0,513.6414882497473,17633.35851175025,871.4246182138355,0.21210323691027166,12.301987740795756,12.301987740795756,0,0
163,2024-06-10 19:28:10,309,199.4,92.23134759976865,17.368652400231344,509.6547862840433,17637.34521371596,871.5765553428091,0.28004024143484885,86.53243460336829,55.84002414210886,25.82848884970068,4.8639216115587525
164,2024-06-10 19:28:11,31,31,0,0,619.2547862840433,17527.745213715956,867.3995916573514,0.21049689290414253,6.525403680028418,6.525403680028418,0,0
165,2024-06-10 19:28:12,87,87,0,0,613.5348248375705,17533.46517516243,867.617585008119,0.22202752141905618,19.31639436345789,19.31639436345789,0,0
166,2024-06-10 19:28:13,78,78,0,0,609.7464198030486,17537.25358019695,867.7619648462121,0.21991113705431442,17.153068690236523,17.153068690236523,0,0
167,2024-06-10 19:28:14,90,90,0,0,605.6809452939826,17541.31905470602,867.9169040742097,0.22239413827048213,20.01547244434339,20.01547244434339,0,0
168,2024-06-10 19:28:15,58,58,0,0,602.0405548173471,17544.959445182652,868.0556429320726,0.21536648301813965,12.4912560150521,12.4912560150521,0,0
169,2024-06-10 19:28:16,285,199.4,75.00520532099479,10.594794679005203,597.3677308375271,17549.632269162474,868.2337288451406,0.27584587925857884,78.61607558869497,55.00366832416062,20.689876810740046,2.9225304537943027
170,2024-06-10 19:28:17,84,84,0,0,682.9677308375271,17464.03226916247,864.97142874044,0.22399500323883145,18.81558027206184,18.81558027206184,0,0
171,2024-06-10 19:28:18,96,96,0,0,678.6383976772781,17468.361602322722,865.1364238808836,0.22653215619380168,21.747086994604963,21.747086994604963,0,0
172,2024-06-10 19:28:19,261,199.4,56.11336032388664,5.486639676113359,674.7825716561653,17472.217428343836,865.283373199019,0.2714210595623113,70.84089654576324,54.12135927672487,15.230347714711069,1.4891895543273044
173,2024-06-10 19:28:20,75,75,0,0,736.3825716561653,17410.617428343834,862.9357366750755,0.22401444093453268,16.801083070089952,16.801083070089952,0,0
174,2024-06-10 19:28:21,212,199.4,12.37044534412955,0.22955465587044513,731.3518380486418,17415.648161951358,863.1274628757127,0.2587346734110739,54.85175076314767,51.591693878168144,3.200663136062899,0.05939374891663109
175,2024-06-10 19:28:22,247,199.4,44.32388663967611,3.2761133603238854,743.9518380486418,17403.04816195136,862.6472644958153,0.27004118508914476,66.70017271701876,53.84621230677547,11.969274875935048,0.8846855343082424
176,2024-06-10 19:28:23,62,62,0,0,791.5518380486418,17355.448161951357,860.8331817273136,0.2232271667373458,13.840084337715439,13.840084337715439,0,0
177,2024-06-10 19:28:24,59,59,0,0,785.5812354950787,17361.41876450492,861.0607272569351,0.22235725493801128,13.119078041342666,13.119078041342666,0,0
178,2024-06-10 19:28:25,254,199.4,50.28947368421052,4.310526315789473,779.5267892897858,17367.473210710214,861.2914681505033,0.273922204506811,69.57623994472999,54.620087578658115,13.775403495066204,1.1807488710056746
179,2024-06-10 19:28:26,48,48,0,0,834.1267892897858,17312.873210710215,859.2106085042808,0.2217856787180729,10.6457125784675,10.6457125784675,0,0
180,2024-06-10 19:28:27,229,199.4,28.333140543666854,1.26685945633314,827.1966380812524,17319.803361918748,859.4747233759302,0.2680813520130831,61.39062961099603,53.45542159140877,7.59558662372291,0.33962139586434753
181,2024-06-10 19:28:28,63,63,0,0,856.7966380812525,17290.203361918746,858.3466382929963,0.22586466975569755,14.229474194608946,14.229474194608946,0,0
182,2024-06-10 19:28:29,41,41,0,0,850.3807594037972,17296.619240596203,858.5911537331974,0.2208965563815538,9.056758811643705,9.056758811643705,0,0
183,2024-06-10 19:28:30,222,199.4,21.861480624638514,0.7385193753614803,842.9903291016868,17304.009670898315,858.8728102933419,0.2666135302932498,59.18820372510145,53.16273794047401,5.828566526772354,0.19689925785508994
184,2024-06-10 19:28:31,57,57,0,0,865.5903291016868,17281.409670898312,858.0115020881289,0.22487758652203516,12.818022431756004,12.818022431756004,0,0
185,2024-06-10 19:28:32,242,199.4,39.975997686523996,2.6240023134759967,858.8245985216593,17288.17540147834,858.2693507280774,0.273609911918815,66.21359868435323,54.557816436611716,10.937829205876584,0.7179530418649342
186,2024-06-10 19:28:33,115,115,0,0,901.4245985216593,17245.57540147834,856.6458228722335,0.23964955621054598,27.55969896421279,27.55969896421279,0,0
187,2024-06-10 19:28:34,25,25,0,0,897.2418912396915,17249.75810876031,856.8052299563911,0.2192554627779321,5.481386569448302,5.481386569448302,0,0
188,2024-06-10 19:28:35,72,72,0,0,888.6603364010941,17258.339663598905,857.1322814429384,0.22905314076694974,16.491826135220382,16.491826135220382,0,0
189,2024-06-10 19:28:36,52,52,0,0,882.4433945215341,17264.556605478465,857.36921520631,0.22441331355324542,11.669492304768761,11.669492304768761,0,0
190,2024-06-10 19:28:37,50,50,0,0,875.3047311269224,17271.695268873078,857.6412766822407,0.22372041841384016,11.186020920692009,11.186020920692009,0,0
191,2024-06-10 19:28:38,104,104,0,0,868.1281344732147,17278.871865526784,857.914783831946,0.23569060844287712,24.51182327805922,24.51182327805922,0,0
192,2024-06-10 19:28:39,277,199.4,68.89300173510699,8.706998264893,863.5763015883107,17283.42369841169,858.0882586555092,0.28560577986782737,79.11280102338819,56.94979250564478,19.676239487990816,2.486769029752585
193,2024-06-10 19:28:40,30,30,0,0,941.1763015883107,17205.82369841169,855.1308464110609,0.22186830779794328,6.656049233938298,6.656049233938298,0,0
