time_s,timestamp,P,PCP,PWp,PPmax,Eexp_J,Wbal_J,MPA_W,k_strain,SR_total,SR_CP,SR_Wp,SR_Pmax
19,2024-06-19 11:31:36,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
20,2024-06-19 11:31:37,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
21,2024-06-19 11:31:38,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
22,2024-06-19 11:31:39,24,24,0,0,0,18147,891,0.18698424606151537,4.487621905476368,4.487621905476368,0,0
23,2024-06-19 11:31:40,56,56,0,0,0,18147,891,0.19276875483372002,10.795050270688321,10.795050270688321,0,0
24,2024-06-19 11:31:41,12,12,0,0,0,18147,891,0.18490356083086051,2.2188427299703264,2.2188427299703264,0,0
25,2024-06-19 11:31:42,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
26,2024-06-19 11:31:43,133,133,0,0,0,18147,891,0.20827240442866096,27.700229789011907,27.700229789011907,0,0
27,2024-06-19 11:31:44,100,100,0,0,0,18147,891,0.2013327948303716,20.133279483037157,20.133279483037157,0,0
28,2024-06-19 11:31:45,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
29,2024-06-19 11:31:46,103,103,0,0,0,18147,891,0.20194450070893255,20.800283573020053,20.800283573020053,0,0
30,2024-06-19 11:31:47,78,78,0,0,0,18147,891,0.19695772421967603,15.36270248913473,15.36270248913473,0,0
31,2024-06-19 11:31:48,97,97,0,0,0,18147,891,0.2007247835715724,19.47030400644252,19.47030400644252,0,0
32,2024-06-19 11:31:49,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
33,2024-06-19 11:31:50,67,67,0,0,0,18147,891,0.19484072698846983,13.054328708227478,13.054328708227478,0,0
34,2024-06-19 11:31:51,101,101,0,0,0,18147,891,0.20153628461693956,20.355164746310898,20.355164746310898,0,0
35,2024-06-19 11:31:52,94,94,0,0,0,18147,891,0.20012043356081896,18.81132075471698,18.81132075471698,0,0
36,2024-06-19 11:31:53,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
37,2024-06-19 11:31:54,84,84,0,0,0,18147,891,0.19813195548489668,16.64308426073132,16.64308426073132,0,0
38,2024-06-19 11:31:55,113,113,0,0,0,18147,891,0.2040106404747289,23.053202373644364,23.053202373644364,0,0
39,2024-06-19 11:31:56,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
40,2024-06-19 11:31:57,79,79,0,0,0,18147,891,0.19715246193395294,15.575044492782283,15.575044492782283,0,0
41,2024-06-19 11:31:58,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
42,2024-06-19 11:31:59,75,75,0,0,0,18147,891,0.1963758124876896,14.72818593657672,14.72818593657672,0,0
43,2024-06-19 11:32:00,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
44,2024-06-19 11:32:01,111,111,0,0,0,18147,891,0.2035940371656116,22.59893812538289,22.59893812538289,0,0
45,2024-06-19 11:32:02,66,66,0,0,0,18147,891,0.19465052713783676,12.846934791097226,12.846934791097226,0,0
46,2024-06-19 11:32:03,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
47,2024-06-19 11:32:04,104,104,0,0,0,18147,891,0.2021492295214923,21.0235198702352,21.0235198702352,0,0
48,2024-06-19 11:32:05,57,57,0,0,0,18147,891,0.19295529320688987,10.998451712792722,10.998451712792722,0,0
49,2024-06-19 11:32:06,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
50,2024-06-19 11:32:07,73,73,0,0,0,18147,891,0.19598977786514646,14.30725378415569,14.30725378415569,0,0
51,2024-06-19 11:32:08,47,47,0,0,0,18147,891,0.1911059996166379,8.981981981981981,8.981981981981981,0,0
52,2024-06-19 11:32:09,47,47,0,0,0,18147,891,0.1911059996166379,8.981981981981981,8.981981981981981,0,0
53,2024-06-19 11:32:10,86,86,0,0,0,18147,891,0.19852648347272003,17.073277578653922,17.073277578653922,0,0
54,2024-06-19 11:32:11,0,0,0,0,0,18147,891,0.18286867204695523,0,0,0,0
55,2024-06-19 11:32:12,110,110,0,0,0,18147,891,0.20338637290901673,22.37250101999184,22.37250101999184,0,0
56,2024-06-19 11:32:13,102,102,0,0,0,18147,891,0.20174018615944964,20.577498988263862,20.577498988263862,0,0
57,2024-06-19 11:32:14,226,199.4,25.576923076923073,1.0230769230769226,0,18147,891,0.23068024062933828,52.13373438223045,45.99763998149005,5.90009076994269,0.2360036307977075
58,2024-06-19 11:32:15,0,0,0,0,26.599999999999994,18120.4,889.9862478646609,0.18379837870078788,0,0,0,0
59,2024-06-19 11:32:16,284,199.4,74.2513013302487,10.348698669751299,26.30931801772135,18120.69068198228,889.9973260406097,0.2485152206837678,70.57832267419006,49.5539350043433,18.452578536143697,2.5718091337030584
60,2024-06-19 11:32:17,100,100,0,0,110.90931801772135,18036.090681982278,886.7731369184407,0.20560062912112204,20.560062912112205,20.560062912112205,0,0
61,2024-06-19 11:32:18,87,87,0,0,110.30347417116089,18036.69652582884,886.7962262226939,0.2029138666307615,17.65350639687625,17.65350639687625,0,0
62,2024-06-19 11:32:19,100,100,0,0,109.62238123240896,18037.37761876759,886.8221833437849,0.20555110728616227,20.555110728616228,20.555110728616228,0,0
63,2024-06-19 11:32:20,111,111,0,0,109.02356729772812,18037.97643270227,886.8450047311893,0.2078364256369315,23.069843245699396,23.069843245699396,0,0
64,2024-06-19 11:32:21,240,199.4,38.2165991902834,2.3834008097165986,108.49376913504071,18038.506230864958,886.8651958597126,0.23934008012733707,57.441619230560896,47.724411977391014,9.146763912396754,0.5704433407731307
65,2024-06-19 11:32:22,84,84,0,0,149.0937691350407,17997.90623086496,885.3178899689318,0.20377793127093421,17.117346226758475,17.117346226758475,0,0
66,2024-06-19 11:32:23,86,86,0,0,148.1486635765229,17998.85133642348,885.35390887036294,0.20414784063086128,17.55671429425407,17.55671429425407,0,0
67,2024-06-19 11:32:24,63,63,0,0,147.22577405678447,17999.774225943216,885.3890810967283,0.19954342895004057,12.571236023852556,12.571236023852556,0,0
68,2024-06-19 11:32:25,83,83,0,0,146.1233155939944,18000.876684406005,885.4310968719453,0.20346327489384025,16.88745181618874,16.88745181618874,0,0
69,2024-06-19 11:32:26,52,52,0,0,145.1890388046246,18001.810961195377,885.4667030783447,0.19735486991684828,10.26245323567611,10.26245323567611,0,0
70,2024-06-19 11:32:27,229,199.4,28.333140543666854,1.26685945633314,144.01450944325362,18002.985490556748,885.5114655463187,0.23785527566018258,54.468858126181814,47.42834196664041,6.739186954332575,0.301329205208828
71,2024-06-19 11:32:28,117,117,0,0,173.6145094432536,17973.385490556746,884.3833804633848,0.21164641415308733,24.762630455911218,24.762630455911218,0,0
72,2024-06-19 11:32:29,106,106,0,0,172.82796591205513,17974.172034087944,884.4133564101627,0.20925095854310982,22.180601605569642,22.180601605569642,0,0
73,2024-06-19 11:32:30,249,199.4,46.042799305957196,3.5572006940427987,171.940730414393,17975.059269585607,884.4471698267155,0.2447739840424109,60.94872202656032,48.80793241805674,11.270079422584296,0.8707101859192851
74,2024-06-19 11:32:31,70,70,0,0,221.54073041439298,17925.459269585608,882.5568650931508,0.2036879017119259,14.258153119834814,14.258153119834814,0,0
75,2024-06-19 11:32:32,87,87,0,0,219.96661874558856,17927.033381254412,882.6168560354632,0.20707907510916562,18.015879534497408,18.015879534497408,0,0
76,2024-06-19 11:32:33,71,71,0,0,218.60838672330175,17928.391613276697,882.6686195923384,0.20377808554802987,14.468244073910121,14.468244073910121,0,0
77,2024-06-19 11:32:34,106,106,0,0,217.0670714796667,17929.932928520335,882.7273606306642,0.21096367266287672,22.362149302264932,22.362149302264932,0,0
78,2024-06-19 11:32:35,263,199.4,57.751301330248694,5.8486986697513,215.95272861175187,17931.04727138825,882.7698293322375,0.25094291838018196,65.99798753398785,50.03801792500828,14.492280096065892,1.4676895129136793
79,2024-06-19 11:32:36,83,83,0,0,279.55272861175183,17867.44727138825,880.345970843231,0.20851104740596482,17.30641693469508,17.30641693469508,0,0
80,2024-06-19 11:32:37,77,77,0,0,277.7653367456061,17869.234663254392,880.4140901034186,0.20720930520681013,15.95511650092438,15.95511650092438,0,0
81,2024-06-19 11:32:38,71,71,0,0,275.89813687094164,17871.101863129057,880.4852509252248,0.2059199029574016,14.620313109975513,14.620313109975513,0,0
82,2024-06-19 11:32:39,87,87,0,0,273.9528958377697,17873.04710416223,880.5593859722597,0.20912957347791536,18.194272892578635,18.194272892578635,0,0
83,2024-06-19 11:32:40,69,69,0,0,272.26131373387136,17874.73868626613,880.6238538282722,0.2053809929231719,14.171288511698862,14.171288511698862,0,0
84,2024-06-19 11:32:41,49,49,0,0,270.31192139839254,17876.688078601608,880.6981470855168,0.2013653283219543,9.86690108777576,9.86690108777576,0,0
85,2024-06-19 11:32:42,83,83,0,0,268.0808690979678,17878.91913090203,880.7831746807651,0.20807705511141045,17.27039557424707,17.27039557424707,0,0
86,2024-06-19 11:32:43,271,199.4,64.18739155581261,7.41260844418739,266.36682549955793,17880.633174500443,880.8484985664024,0.255737736677566,69.30492663962039,50.994104693506664,16.41513823972023,1.8956837063934968
87,2024-06-19 11:32:44,102,102,0,0,337.9668254995579,17809.03317450044,878.1197522171436,0.21477159832340792,21.906703028987607,21.906703028987607,0,0
88,2024-06-19 11:32:45,75,75,0,0,336.1577227999528,17810.84227720005,878.1886988985261,0.20899281179975762,15.674460884981821,15.674460884981821,0,0
89,2024-06-19 11:32:46,223,199.4,22.794679005205317,0.8053209947946786,333.8611992012005,17813.1388007988,878.2762216692814,0.24455127776195365,54.53493494091566,48.76352478573356,5.574467876896539,0.19694227828556626
90,2024-06-19 11:32:47,63,63,0,0,357.46119920120054,17789.5388007988,877.3768024815369,0.20734202600590143,13.06254763837179,13.06254763837179,0,0
91,2024-06-19 11:32:48,278,199.4,69.66714864083285,8.932851359167147,354.78445236999386,17792.215547630007,877.4788159332624,0.26208909904817534,72.86076953539275,52.26056635020616,18.259000220531195,2.3412029646553862
92,2024-06-19 11:32:49,90,90,0,0,433.3844523699938,17713.615547630005,874.4832927062827,0.21583037514365988,19.42473376292939,19.42473376292939,0,0
93,2024-06-19 11:32:50,227,199.4,26.498554077501442,1.1014459224985536,430.7796343624472,17716.220365637553,874.5825648798663,0.24996228297444262,56.74143823519847,49.84247922510386,6.623639072733986,0.27531993736062943
94,2024-06-19 11:32:51,97,97,0,0,458.3796343624472,17688.62036563755,873.5307017619954,0.2183101451963002,21.176084084041122,21.176084084041122,0,0
95,2024-06-19 11:32:52,0,0,0,0,455.8003710088059,17691.199628991195,873.6290000226104,0.19879952309004914,0,0,0,0
96,2024-06-19 11:32:53,93,93,0,0,450.8194328370697,17696.18056716293,873.8188284702641,0.2171457504809865,20.194554794731744,20.194554794731744,0,0
97,2024-06-19 11:32:54,344,199.4,114.36697513013303,30.233024869866973,448.1839095658841,17698.816090434117,873.9192708516138,0.2900331312277415,99.77139714234308,57.83260636681165,33.17021190603772,8.7685788694937
98,2024-06-19 11:32:55,40,40,0,0,592.7839095658841,17554.216090434114,868.4084227775519,0.21134003924452407,8.453601569780963,8.453601569780963,0,0
99,2024-06-19 11:32:56,73,73,0,0,587.5998032651147,17559.400196734885,868.6059941622221,0.2180007920560034,15.914057820088248,15.914057820088248,0,0
100,2024-06-19 11:32:57,279,199.4,70.4384037015616,9.161596298438402,583.5211926022723,17563.47880739773,868.7614340219468,0.27315573820317135,76.2104509586848,54.46725419771237,19.240654160953056,2.502542600019384
101,2024-06-19 11:32:58,94,94,0,0,663.1211926022723,17483.878807397727,865.7277998124355,0.225483942380133,21.195490583732504,21.195490583732504,0,0
102,2024-06-19 11:32:59,95,95,0,0,659.2808667844066,17487.719133215593,865.8741584025956,0.225563433391003,21.428526172145283,21.428526172145283,0,0
103,2024-06-19 11:33:00,218,199.4,18.099768652400225,0.5002313475997684,655.4989020167059,17491.501097983295,866.0182927957925,0.25720048968845427,56.06970675208303,51.285777643877786,4.655269360645072,0.1286597475601758
104,2024-06-19 11:33:01,154,154,0,0,674.0989020167059,17472.901097983293,865.3094285207056,0.24037865386511573,37.01831269522782,37.01831269522782,0,0
105,2024-06-19 11:33:02,87,87,0,0,672.4145553181344,17474.585444681867,865.3736206283121,0.2242638821723021,19.510957748990283,19.510957748990283,0,0
106,2024-06-19 11:33:03,59,59,0,0,668.2625845032302,17478.73741549677,865.5318563155104,0.2180222451856599,12.863312465953934,12.863312465953934,0,0
107,2024-06-19 11:33:04,271,199.4,64.18739155581261,7.41260844418739,663.1123089033618,17483.88769109664,865.7281383789295,0.27419070249093297,74.30568037504284,54.67362607669204,17.599585981748838,2.032468316601962
108,2024-06-19 11:33:05,26,26,0,0,734.7123089033619,17412.287691096637,862.9993920296707,0.2136420593482988,5.554693543055769,5.554693543055769,0,0
109,2024-06-19 11:33:06,246,199.4,43.460092539039906,3.1399074609600914,727.7253479657993,17419.2746520342,863.2656719759108,0.26898901945060305,66.17129878484835,53.63641047845025,11.690287677308813,0.8446006290892877
110,2024-06-19 11:33:07,264,199.4,58.56593406593406,6.034065934065933,774.3253479657993,17372.674652034202,861.4897001899407,0.27699697460074946,73.12720129459785,55.23319673538944,16.222586550930703,1.6714180082777088
111,2024-06-19 11:33:08,70,70,0,0,838.9253479657993,17308.0746520342,859.0277307184027,0.2267466378690683,15.872264650834781,15.872264650834781,0,0
112,2024-06-19 11:33:09,279,199.4,70.4384037015616,9.161596298438402,832.9645380640776,17314.035461935924,859.2549030404411,0.28487194596938487,79.47927292545837,56.80346602629535,20.065925133440974,2.609881765722061
113,2024-06-19 11:33:10,86,86,0,0,912.5645380640776,17234.435461935922,856.2212688309298,0.2331528585912686,20.0511458388491,20.0511458388491,0,0
114,2024-06-19 11:33:11,257,199.4,52.80277617119722,4.797223828802775,906.8797331665347,17240.120266833466,856.4379223310754,0.2807320346399384,72.14813290246417,55.97796770720372,14.823430789177452,1.3467344060829984
115,2024-06-19 11:33:12,90,90,0,0,964.4797331665347,17182.520266833464,854.2427297372582,0.23606284512469197,21.245656061222277,21.245656061222277,0,0
116,2024-06-19 11:33:13,100,100,0,0,958.6828150650032,17188.317184934996,854.4636559817625,0.23822328757899588,23.822328757899587,23.822328757899587,0,0
117,2024-06-19 11:33:14,82,82,0,0,953.4459955200701,17193.55400447993,854.6632363199603,0.233773069892939,19.169391731220998,19.169391731220998,0,0
118,2024-06-19 11:33:15,232,199.4,31.063331405436664,1.5366685945633307,947.2976919264296,17199.70230807357,854.8975542108162,0.27435047272738095,63.64930967275238,54.705484261839764,8.522239655568848,0.42158575534376985
119,2024-06-19 11:33:16,109,109,0,0,979.8976919264296,17167.10230807357,853.6551361802876,0.24123177483157976,26.294263456642195,26.294263456642195,0,0
120,2024-06-19 11:33:17,77,77,0,0,975.0284310003979,17171.9715689996,853.8407084983812,0.23343131192186578,17.974211017983666,17.974211017983666,0,0
121,2024-06-19 11:33:18,230,199.4,29.2460960092539,1.3539039907460955,968.4740747747843,17178.525925225214,854.0905014540011,0.27465074215016144,63.16967069453713,54.765357984742195,8.032461973936458,0.37185073585848044
122,2024-06-19 11:33:19,106,106,0,0,999.0740747747843,17147.925925225216,852.9243053885358,0.24123902337613187,25.571336477869977,25.571336477869977,0,0
123,2024-06-19 11:33:20,4,4,0,0,993.945194276444,17153.054805723557,853.1197720636145,0.21840963543481726,0.873638541739269,0.873638541739269,0,0
124,2024-06-19 11:33:21,176,176,0,0,983.3001836954921,17163.699816304506,853.5254638759133,0.25904914274287705,45.59264912274636,45.59264912274636,0,0
125,2024-06-19 11:33:22,153,153,0,0,982.0330653933918,17164.966934606608,853.57375499939,0.2526416097723598,38.654166295171045,38.654166295171045,0,0
126,2024-06-19 11:33:23,26,26,0,0,979.5253159222262,17167.474684077773,853.6693277956791,0.22240762138699818,5.782598156061953,5.782598156061953,0,0
127,2024-06-19 11:33:24,69,69,0,0,970.2102343089653,17176.789765691035,854.024334708322,0.2314232086270589,15.968201395267064,15.968201395267064,0,0
128,2024-06-19 11:33:25,11,11,0,0,963.2635242948729,17183.736475705125,854.2890806523208,0.21874274536564686,2.4061701990221156,2.4061701990221156,0,0
129,2024-06-19 11:33:26,22,22,0,0,953.3147694773478,17193.685230522653,854.6682374733822,0.22063998738919674,4.854079722562329,4.854079722562329,0,0
130,2024-06-19 11:33:27,0,0,0,0,944.0408342920074,17202.95916570799,855.0216762552293,0.21586420005940085,0,0,0,0
131,2024-06-19 11:33:28,54,54,0,0,933.7244560565191,17213.27554394348,855.4148435659508,0.22673210771328556,12.24353381651742,12.24353381651742,0,0
132,2024-06-19 11:33:29,0,0,0,0,926.273026422386,17220.726973577614,855.6988248705724,0.21524319069096443,0,0,0,0
133,2024-06-19 11:33:30,90,90,0,0,916.1508129091642,17230.849187090836,856.0845923729554,0.23422171893946883,21.079954704552193,21.079954704552193,0,0
134,2024-06-19 11:33:31,0,0,0,0,910.6443714066044,17236.355628593396,856.2944482688705,0.21469694766244452,0,0,0,0
135,2024-06-19 11:33:32,121,121,0,0,900.6929461798615,17246.30705382014,856.6737068618509,0.2411040779225801,29.17359342863219,29.17359342863219,0,0
136,2024-06-19 11:33:33,0,0,0,0,896.810099989665,17250.189900010337,856.8216859451783,0.21421342081329944,0,0,0,0
137,2024-06-19 11:33:34,95,95,0,0,887.0098542155106,17259.99014578449,857.1951829406819,0.234282516635843,22.256839080405086,22.256839080405086,0,0
138,2024-06-19 11:33:35,0,0,0,0,881.9215220853694,17265.07847791463,857.3891042776083,0.2136930444996255,0,0,0,0
139,2024-06-19 11:33:36,121,121,0,0,872.2839771134154,17274.716022886583,857.7564005856815,0.23998720797845938,29.038452165393586,29.038452165393586,0,0
140,2024-06-19 11:33:37,0,0,0,0,868.5236006924948,17278.476399307507,857.8997122257713,0.21322476868509602,0,0,0,0
141,2024-06-19 11:33:38,126,126,0,0,859.0324667862888,17287.967533213712,858.2614286642753,0.24070776787196674,30.329178751867808,30.329178751867808,0,0
142,2024-06-19 11:33:39,112,112,0,0,855.5649163277085,17291.43508367229,858.3935804192295,0.23712839286669107,26.558380001069402,26.558380001069402,0,0
143,2024-06-19 11:33:40,114,114,0,0,851.4542317750604,17295.54576822494,858.5502426464082,0.23745366381973768,27.069717675450097,27.069717675450097,0,0
144,2024-06-19 11:33:41,71,71,0,0,847.456691545615,17299.543308454384,858.7025928322616,0.22728801958773628,16.137449390729277,16.137449390729277,0,0
145,2024-06-19 11:33:42,105,105,0,0,841.4816329644771,17305.51836703552,858.9303081854724,0.23489922043284714,24.66441814544895,24.66441814544895,0,0
146,2024-06-19 11:33:43,125,125,0,0,837.1156433916203,17309.88435660838,859.0967003378165,0.23959322525604257,29.94915315700532,29.94915315700532,0,0
147,2024-06-19 11:33:44,94,94,0,0,833.6906196453232,17313.309380354676,859.2272313579817,0.23200799743277628,21.80875175868097,21.80875175868097,0,0
148,2024-06-19 11:33:45,94,94,0,0,828.8624771482146,17318.137522851786,859.4112366123488,0.2318233273661694,21.791392772419922,21.791392772419922,0,0
149,2024-06-19 11:33:46,95,95,0,0,824.0622958149036,17322.937704185097,859.594176239291,0.23187243697077461,22.027881512223587,22.027881512223587,0,0
150,2024-06-19 11:33:47,241,199.4,39.097744360902254,2.5022556390977435,819.3350623607258,17327.664937639274,859.7743357508857,0.2715159692125198,65.43534858021727,54.14028426097645,10.615661954173707,0.679402365067117
151,2024-06-19 11:33:48,84,84,0,0,860.9350623607259,17286.064937639276,858.1889188775733,0.23073438108349234,19.381688011013356,19.381688011013356,0,0
152,2024-06-19 11:33:49,126,126,0,0,855.4775940997752,17291.522405900225,858.3969083551328,0.24056728706435834,30.31147817010915,30.31147817010915,0,0
153,2024-06-19 11:33:50,258,199.4,53.63475997686523,4.965240023134759,852.0243931575297,17294.97560684247,858.5285132359206,0.2785577688179714,71.86790435503661,55.5444191023035,14.94037907024301,1.383106182490111
154,2024-06-19 11:33:51,111,111,0,0,910.6243931575298,17236.37560684247,856.2952096595719,0.23902878327591187,26.53219494362622,26.53219494362622,0,0
155,2024-06-19 11:33:52,85,85,0,0,906.1992294763993,17240.8007705236,856.4638569953228,0.23267967277171,19.77777218559535,19.77777218559535,0,0
156,2024-06-19 11:33:53,86,86,0,0,900.5044530180563,17246.495546981943,856.6808905214477,0.23269525037689395,20.01179153241288,20.01179153241288,0,0
157,2024-06-19 11:33:54,121,121,0,0,894.894776210281,17252.10522378972,856.8946808162766,0.24087612872263606,29.146011575438962,29.146011575438962,0,0
158,2024-06-19 11:33:55,83,83,0,0,891.0369256662389,17255.963074333762,857.0417072909698,0.2316441261753327,19.226462472552615,19.226462472552615,0,0
159,2024-06-19 11:33:56,0,0,0,0,885.3398531988003,17261.6601468012,857.2588283202574,0.21381251988237582,0,0,0,0
160,2024-06-19 11:33:57,117,117,0,0,875.6649530665404,17271.33504693346,857.6275482701923,0.23913340017444806,27.978607820410424,27.978607820410424,0,0
161,2024-06-19 11:33:58,97,97,0,0,871.6978387594448,17275.302161240554,857.7787388942508,0.23416676173318832,22.714175888119268,22.714175888119268,0,0
162,2024-06-19 11:33:59,119,119,0,0,866.7928688994995,17280.207131100502,857.9656721149009,0.23927766922493213,28.474042637766924,28.474042637766924,0,0
163,2024-06-19 11:34:00,0,0,0,0,862.9610513071849,17284.038948692814,858.1117064482256,0.21303034991908876,0,0,0,0
164,2024-06-19 11:34:01,139,139,0,0,853.5307043514241,17293.469295648574,858.4711062363231,0.24377642817287887,33.88492351603016,33.88492351603016,0,0
165,2024-06-19 11:34:02,0,0,0,0,850.6945575835284,17296.305442416473,858.5791945762513,0.21260161906066458,0,0,0,0
166,2024-06-19 11:34:03,99,99,0,0,841.3982575717978,17305.601742428204,858.9334857036065,0.23347439408552906,23.113965014467375,23.113965014467375,0,0
167,2024-06-19 11:34:04,124,124,0,0,836.7559955659452,17310.244004434055,859.1104068698182,0.23933111871914506,29.67705872117399,29.67705872117399,0,0
168,2024-06-19 11:34:05,0,0,0,0,833.2865233454378,17313.71347665456,859.2426318650076,0.21199318427640532,0,0,0,0
169,2024-06-19 11:34:06,158,158,0,0,824.1804564878388,17322.81954351216,859.5896730199487,0.24754432323042827,39.11200307040767,39.11200307040767,0,0
170,2024-06-19 11:34:07,0,0,0,0,822.3023400440146,17324.697659955986,859.6612498829317,0.21160927193421528,0,0,0,0
171,2024-06-19 11:34:08,128,128,0,0,813.3163071779859,17333.683692822015,860.0037164245168,0.23939763463786698,30.642897233646973,30.642897233646973,0,0
172,2024-06-19 11:34:09,0,0,0,0,810.122573047979,17336.87742695202,860.1254327701558,0.21118357229442786,0,0,0,0
173,2024-06-19 11:34:10,0,0,0,0,801.269639385488,17345.73036061451,860.4628267703199,0.21087415006390323,0,0,0,0
174,2024-06-19 11:34:11,0,0,0,0,792.5134496442748,17354.486550355727,860.7965337645903,0.21056810916673668,0,0,0,0
175,2024-06-19 11:34:12,0,0,0,0,783.852946617016,17363.147053382985,861.1265940441766,0.21026541265207574,0,0,0,0
176,2024-06-19 11:34:13,0,0,0,0,775.2870846494374,17371.712915350563,861.4530474599906,0.20996602397286265,0,0,0,0
177,2024-06-19 11:34:14,82,82,0,0,766.8148295140641,17380.185170485936,861.7759334274576,0.2267196217498437,18.591008983487182,18.591008983487182,0,0
178,2024-06-19 11:34:15,158,158,0,0,761.8700183825363,17385.129981617465,861.9643850381132,0.24499744204406568,38.70959584296238,38.70959584296238,0,0
179,2024-06-19 11:34:16,135,135,0,0,760.1338930008712,17386.86610699913,862.0305504822063,0.23903019627150274,32.26907649665287,32.26907649665287,0,0
180,2024-06-19 11:34:17,81,81,0,0,757.4411138123077,17389.558886187693,862.133174942823,0.2261410987291233,18.317428997058986,18.317428997058986,0,0
181,2024-06-19 11:34:18,270,199.4,63.39300173510699,7.206998264893,752.5152802624724,17394.484719737527,862.320903299194,0.2780096254276036,75.06259886545297,55.43511931026416,17.62386466710852,2.003614888080292
182,2024-06-19 11:34:19,72,72,0,0,823.1152802624724,17323.88471973753,859.6302679324668,0.22660028679058639,16.31522064892222,16.31522064892222,0,0
183,2024-06-19 11:34:20,155,155,0,0,817.3568823145079,17329.643117685493,859.8497261360714,0.24647239027574155,38.20322049273994,38.20322049273994,0,0
184,2024-06-19 11:34:21,250,199.4,46.897917871602075,3.702082128397917,815.3595116271305,17331.64048837287,859.925847895447,0.27424339850613166,68.56084962653291,54.684133662122655,12.861444379969601,1.0152715844406581
185,2024-06-19 11:34:22,264,199.4,58.56593406593406,6.034065934065933,865.9595116271305,17281.04048837287,857.9974321793507,0.2812228555428961,74.24283386332458,56.07583739525349,16.47007921555895,1.6969172525121343
186,2024-06-19 11:34:23,291,199.4,79.4679005205321,12.1320994794679,930.5595116271305,17216.44048837287,855.5354627078127,0.29380102238202066,85.49609751316801,58.58392386297492,23.347750419485042,3.5644232307080497
187,2024-06-19 11:34:24,247,199.4,44.32388663967611,3.2761133603238854,1022.1595116271305,17124.84048837287,852.0444967079229,0.2826126432203902,69.80532287543637,56.35296105814581,12.526490761039804,0.9258710562507679
188,2024-06-19 11:34:25,425,199.4,152.00925390399075,73.59074609600924,1069.7595116271305,17077.24048837287,850.2304139394212,0.360940165405138,153.39957029718366,71.97146898178453,54.866245247218046,26.56185606818109
189,2024-06-19 11:34:26,264,199.4,58.56593406593406,6.034065934065933,1295.3595116271304,16851.64048837287,841.632576280304,0.30102544012547927,79.47071619312652,60.02447276102057,17.6298360785576,1.8164073535483587
