time_s,timestamp,P,PCP,PWp,PPmax,Eexp_J,Wbal_J,MPA_W,k_strain,SR_total,SR_CP,SR_Wp,SR_Pmax
793,2024-06-19 11:44:32,4,4,0,0,1893.3055210000912,16253.694478999909,818.8442663622823,0.2499592540847917,0.9998370163391668,0.9998370163391668,0,0
794,2024-06-19 11:44:33,153,153,0,0,1873.0284902140104,16273.97150978599,819.61704392836225,0.28886596551273497,44.19649272344845,44.19649272344845,0,0
795,2024-06-19 11:44:34,49,49,0,0,1868.2454677564817,16278.754532243518,819.7993296136892,0.259843163420694,12.732315007614007,12.732315007614007,0,0
796,2024-06-19 11:44:35,203,199.4,3.5812608444187335,0.018739155581260783,1852.82567669794,16294.17432330206,820.3869930013614,0.3042742923130929,61.76768133955785,60.67229388723072,1.0896856090240996,0.00570184330303307
797,2024-06-19 11:44:36,367,199.4,126.98438403701562,40.61561596298438,1856.42567669794,16290.57432330206,820.2497934642479,0.3734451293001826,137.05436245316702,74.4649587824564,47.421699715807335,15.167703954903262
798,2024-06-19 11:44:37,149,149,0,0,2024.0256766979398,16122.97432330206,813.8623927919604,0.2937514416911405,43.768964811979934,43.768964811979934,0,0
799,2024-06-19 11:44:38,0,0,0,0,2018.4121115476105,16128.58788845239,814.0763312753443,0.2534149566440349,0,0,0,0
800,2024-06-19 11:44:39,189,189,0,0,1996.35511780175,16150.64488219825,814.9169449786913,0.305616879322508,57.76159019195401,57.76159019195401,0,0
801,2024-06-19 11:44:40,177,177,0,0,1995.2113394907442,16151.788660509255,814.960535493922,0.3015540447844077,53.375065926840165,53.375065926840165,0,0
802,2024-06-19 11:44:41,335,199.4,109.0133024869867,26.5866975130133,1992.7500422072355,16154.249957792765,815.0543379516987,0.364503126884169,122.10854750619663,72.6819235007033,39.735689628476415,9.690934377016907
803,2024-06-19 11:44:42,188,188,0,0,2128.3500422072357,16018.649957792764,809.8864887204207,0.31085273856336354,58.44031484991235,58.44031484991235,0,0
804,2024-06-19 11:44:43,160,160,0,0,2127.013426184083,16019.986573815917,809.9374284703306,0.30144300465355695,48.23088074456911,48.23088074456911,0,0
805,2024-06-19 11:44:44,347,199.4,116.09947946790052,31.500520532099475,2122.400354128798,16024.599645871202,810.1132371788462,0.37703357925901765,130.83065200287913,75.18049570424812,43.773402293891365,11.87675400473964
806,2024-06-19 11:44:45,342,199.4,113.19751301330248,29.40248698669751,2270.000354128798,15876.999645871201,804.4880561571898,0.38203092442919584,130.654576154785,76.17696633118165,43.24495053955788,11.23265928404545
807,2024-06-19 11:44:46,171,171,0,0,2412.600354128798,15734.399645871203,799.0534300481911,0.3168877201999227,54.187800154186775,54.187800154186775,0,0
808,2024-06-19 11:44:47,189,189,0,0,2408.8275948351597,15738.17240516484,799.1972136117266,0.3230561198006139,61.057606642316024,61.057606642316024,0,0
809,2024-06-19 11:44:48,169,169,0,0,2407.4474973097463,15739.552502690254,799.2498104844095,0.31598674790057574,53.4017603951973,53.4017603951973,0,0
810,2024-06-19 11:44:49,163,163,0,0,2403.417898097252,15743.582101902748,799.403382469606,0.31377681424454823,51.14562072186136,51.14562072186136,0,0
811,2024-06-19 11:44:50,341,199.4,112.60844418739156,28.991555812608443,2398.6018552137116,15748.398144786288,799.5869265958117,0.38806121350972544,132.32887380681638,77.37940597383925,43.698969502801354,11.250498330175766
812,2024-06-19 11:44:51,165,165,0,0,2540.2018552137115,15606.798144786288,794.1904114693447,0.32008816569122034,52.81454733905136,52.81454733905136,0,0
813,2024-06-19 11:44:52,186,186,0,0,2535.3911331517866,15611.608866848213,794.3737528138108,0.3273178319175024,60.88111673665545,60.88111673665545,0,0
814,2024-06-19 11:44:53,173,173,0,0,2533.5196557316967,15613.480344268304,794.445076657076,0.32260183490617395,55.810117438768096,55.810117438768096,0,0
815,2024-06-19 11:44:54,172,172,0,0,2529.836606694593,15617.163393305407,794.5854412745919,0.322097733803798,55.40081021425326,55.40081021425326,0,0
816,2024-06-19 11:44:55,183,183,0,0,2526.019710326922,15620.980289673078,794.730906945385,0.32584206860768683,59.62909855520669,59.62909855520669,0,0
817,2024-06-19 11:44:56,161,161,0,0,2523.737900133088,15623.262099866912,794.8178689738224,0.31803543256528677,51.20370464301117,51.20370464301117,0,0
818,2024-06-19 11:44:57,185,185,0,0,2518.4031851546224,15628.596814845378,795.0211802031776,0.32624124121584097,60.35462962493058,60.35462962493058,0,0
819,2024-06-19 11:44:58,26,26,0,0,2516.405575567637,15630.594424432364,795.097311067252,0.2774358219961931,7.21333137190102,7.21333137190102,0,0
820,2024-06-19 11:44:59,154,154,0,0,2492.475082983677,15654.524917016322,796.0093256520906,0.314385598406567,48.415382154611315,48.415382154611315,0,0
821,2024-06-19 11:45:00,146,146,0,0,2486.2472250762758,15660.752774923723,796.2466754360086,0.3114711187674623,45.4747833400495,45.4747833400495,0,0
822,2024-06-19 11:45:01,178,178,0,0,2478.941860392291,15668.058139607709,796.5250900618665,0.3220899933561305,57.33201881739122,57.33201881739122,0,0
823,2024-06-19 11:45:02,167,167,0,0,2476.0202706717723,15670.979729328228,796.6364347166696,0.31813251600967124,53.1281301736151,53.1281301736151,0,0
824,2024-06-19 11:45:03,163,163,0,0,2471.6034809277817,15675.39651907222,796.8047629134484,0.3165788625043688,51.602354588212116,51.602354588212116,0,0
825,2024-06-19 11:45:04,150,150,0,0,2466.6508056711486,15680.349194328852,796.9935142336383,0.31200179260565897,46.80026889084885,46.80026889084885,0,0
826,2024-06-19 11:45:05,174,174,0,0,2459.945187888881,15687.054812111119,797.2490719158016,0.31989407254932173,55.66156862358198,55.66156862358198,0,0
827,2024-06-19 11:45:06,178,178,0,0,2456.5044593758175,15690.495540624182,797.3802014600586,0.32115278226648547,57.16519524343441,57.16519524343441,0,0
828,2024-06-19 11:45:07,164,164,0,0,2453.609313551064,15693.390686448936,797.4905383120122,0.31618033429186937,51.85357482386657,51.85357482386657,0,0
829,2024-06-19 11:45:08,14,14,0,0,2448.827635781394,15698.172364218606,797.6727727499635,0.2719502297008885,3.807303215812439,3.807303215812439,0,0
830,2024-06-19 11:45:09,188,188,0,0,2423.9363977292214,15723.063602270779,798.6214022885584,0.3233362120029272,60.78720785655032,60.78720785655032,0,0
831,2024-06-19 11:45:10,176,176,0,0,2422.4141517809244,15724.585848219076,798.6794165773027,0.3190295094298964,56.14919365966176,56.14919365966176,0,0
832,2024-06-19 11:45:11,7,7,0,0,2419.292536064905,15727.707463935094,798.7983844193261,0.2691541587416225,1.8840791111913577,1.8840791111913577,0,0
833,2024-06-19 11:45:12,1,1,0,0,2393.777958210298,15753.222041789702,799.770770050243,0.26677917197517625,0.26677917197517625,0.26677917197517625,0,0
834,2024-06-19 11:45:13,5,5,0,0,2367.749478742496,15779.250521257503,800.762740976563,0.26684840521783393,1.3342420260891696,1.3342420260891696,0,0
835,2024-06-19 11:45:14,181,181,0,0,2342.5203034245405,15804.47969657546,801.7242496363909,0.3174353973648659,57.45580692304073,57.45580692304073,0,0
836,2024-06-19 11:45:15,148,148,0,0,2340.146328149309,15806.853671850691,801.8147241666358,0.30622376467886697,45.32111717247231,45.32111717247231,0,0
837,2024-06-19 11:45:16,153,153,0,0,2333.527419513561,15813.47258048644,802.0669772780305,0.307588033627021,47.06096914493421,47.06096914493421,0,0
838,2024-06-19 11:45:17,174,174,0,0,2327.568452999647,15819.431547000353,802.2940793467484,0.3143888265530899,54.70365582023764,54.70365582023764,0,0
839,2024-06-19 11:45:18,179,179,0,0,2324.3128799967317,15822.68712000327,802.4181524325928,0.3159774496021584,56.55996347878635,56.55996347878635,0,0
840,2024-06-19 11:45:19,184,184,0,0,2321.7014653644446,15825.298534635556,802.5176760100264,0.31761068401365133,58.440365858511846,58.440365858511846,0,0
841,2024-06-19 11:45:20,138,138,0,0,2319.732046953687,15827.267953046314,802.5927324806762,0.3021915870635487,41.70243901476972,41.70243901476972,0,0
842,2024-06-19 11:45:21,197,197,0,0,2311.8965445505396,15835.10345544946,802.8913511758883,0.3218140237565611,63.397362680042534,63.397362680042534,0,0
843,2024-06-19 11:45:22,7,7,0,0,2311.5908089018894,15835.409191098111,802.9030030618534,0.2653655131420958,1.8575585919946704,1.8575585919946704,0,0
844,2024-06-19 11:45:23,162,162,0,0,2287.2120854600134,15859.787914539986,803.8321001650881,0.30866856940425663,50.004308243489575,50.004308243489575,0,0
845,2024-06-19 11:45:24,192,192,0,0,2282.5031173635916,15864.49688263641,804.0115635659525,0.318776086858913,61.2050086769113,61.2050086769113,0,0
846,2024-06-19 11:45:25,174,174,0,0,2281.5725459346945,15865.427454065306,804.0470285574236,0.31247596185353166,54.37081736251451,54.37081736251451,0,0
847,2024-06-19 11:45:26,182,182,0,0,2278.381307466427,15868.618692533573,804.1686497909417,0.31509395663700823,57.347100107935496,57.347100107935496,0,0
848,2024-06-19 11:45:27,176,176,0,0,2276.197760056297,15870.802239943703,804.251866928146,0.31293540362188754,55.07663103745221,55.07663103745221,0,0
849,2024-06-19 11:45:28,5,5,0,0,2273.264564386458,15873.735435613542,804.3636538970808,0.2635308145411085,1.3176540727055426,1.3176540727055426,0,0
850,2024-06-19 11:45:29,0,0,0,0,2249.0421579393615,15897.957842060638,805.2867936060582,0.2614757945652438,0,0,0,0
851,2024-06-19 11:45:30,168,168,0,0,2224.4648634770283,15922.535136522973,806.2234584459849,0.308083848172176,51.758086492925564,51.758086492925564,0,0
852,2024-06-19 11:45:31,185,185,0,0,2220.6191698686325,15926.380830131367,806.3700216079161,0.3137066251293173,58.0357256489237,58.0357256489237,0,0
853,2024-06-19 11:45:32,342,199.4,113.19751301330248,29.40248698669751,2218.857764002835,15928.142235997166,806.4371505160985,0.37942657600735097,129.76388899451402,75.65765925586578,42.95014477518492,11.15608496346333
854,2024-06-19 11:45:33,163,163,0,0,2361.457764002835,15785.542235997165,801.0025244070997,0.312052486082489,50.864555231445706,50.864555231445706,0,0
855,2024-06-19 11:45:34,183,183,0,0,2356.7258021296584,15790.274197870342,801.1828641233884,0.3187316904084324,58.32789934474313,58.32789934474313,0,0
856,2024-06-19 11:45:35,182,182,0,0,2354.596918915728,15792.403081084272,801.2639979543661,0.31829150379307997,57.92905369034055,57.92905369034055,0,0
857,2024-06-19 11:45:36,175,175,0,0,2352.3403282443815,15794.659671755619,801.3499988420227,0.31576360187675034,55.25863032843131,55.25863032843131,0,0
858,2024-06-19 11:45:37,23,23,0,0,2349.1795559984835,15797.820444001516,801.4704589778723,0.27068534853112947,6.225763016215978,6.225763016215978,0,0
859,2024-06-19 11:45:38,176,176,0,0,2326.4547146772156,15820.545285322783,802.3365250084993,0.3150300470160769,55.44528827482954,55.44528827482954,0,0
860,2024-06-19 11:45:39,184,184,0,0,2323.456755969534,15823.543244030467,802.4507801604382,0.31768448790772486,58.453945775021374,58.453945775021374,0,0
861,2024-06-19 11:45:40,17,17,0,0,2321.485848606951,15825.514151393048,802.5258933765048,0.2681890316969398,4.559213538847977,4.559213538847977,0,0
862,2024-06-19 11:45:41,202,199.4,2.590225563909769,0.00977443609022552,2298.2688934398107,15848.73110656019,803.4107143493154,0.32304061869730366,65.25420497685533,64.41429936824235,0.836748068730984,0.003157539882003706
863,2024-06-19 11:45:42,20,20,0,0,2300.8688934398106,15846.13110656019,803.3116257947333,0.26820662762076475,5.364132552415295,5.364132552415295,0,0
864,2024-06-19 11:45:43,195,195,0,0,2278.2347252910236,15868.765274708976,804.1742361816679,0.3196624567995668,62.33417907591552,62.33417907591552,0,0
865,2024-06-19 11:45:44,28,28,0,0,2277.6824016215405,15869.31759837846,804.1952857793874,0.2693944975721127,7.543045932019155,7.543045932019155,0,0
866,2024-06-19 11:45:45,199,199,0,0,2256.270768947498,15890.729231052503,805.0113041381998,0.320157836955127,63.71140955407027,63.71140955407027,0,0
867,2024-06-19 11:45:46,196,196,0,0,2256.2210362996216,15890.778963700379,805.0131994982742,0.31908184313699217,62.540041254850465,62.540041254850465,0,0
868,2024-06-19 11:45:47,26,26,0,0,2255.7983530495276,15891.201646950472,805.0293083722349,0.2681047459862505,6.970723395642513,6.970723395642513,0,0
869,2024-06-19 11:45:48,25,25,0,0,2234.3461808390193,15912.65381916098,805.8468717326133,0.26708572204560416,6.677143051140104,6.677143051140104,0,0
870,2024-06-19 11:45:49,188,188,0,0,2212.9760637429613,15934.02393625704,806.6613078919584,0.3144267421410036,59.112227522508675,59.112227522508675,0,0
871,2024-06-19 11:45:50,18,18,0,0,2211.5863020933293,15935.413697906672,806.7142730739105,0.2645335014230599,4.761603025615079,4.761603025615079,0,0
872,2024-06-19 11:45:51,178,178,0,0,2189.5890967854375,15957.410903214562,807.5526081811424,0.31000371746915556,55.18066170950969,55.18066170950969,0,0
873,2024-06-19 11:45:52,21,21,0,0,2187.0085275919687,15959.991472408032,807.6509562085962,0.26439970431214116,5.552393790554964,5.552393790554964,0,0
874,2024-06-19 11:45:53,180,180,0,0,2165.613763636311,15981.386236363689,808.4663316839768,0.3096810943717302,55.74259698691144,55.74259698691144,0,0
875,2024-06-19 11:45:54,180,180,0,0,2163.2998573088707,15983.70014269113,808.5545169276015,0.30958423008831115,55.72516141589601,55.72516141589601,0,0
876,2024-06-19 11:45:55,7,7,0,0,2160.988423334803,15986.011576665198,808.64260794741,0.2600677423413235,1.8204741963892646,1.8204741963892646,0,0
877,2024-06-19 11:45:56,356,199.4,121.14083285135916,35.45916714864083,2138.1979973949274,16008.802002605073,809.5111734722913,0.38247389233075807,136.16070566974986,76.26529413075316,46.333205860849105,13.562205678147606
878,2024-06-19 11:45:57,195,195,0,0,2294.7979973949273,15852.202002605072,803.5429936078508,0.3203674406881273,62.47165093418482,62.47165093418482,0,0
879,2024-06-19 11:45:58,189,189,0,0,2294.24165820978,15852.75834179022,803.5641962408176,0.31821145302771503,60.14196462223814,60.14196462223814,0,0
880,2024-06-19 11:45:59,178,178,0,0,2292.927210782332,15854.072789217667,803.6142911237636,0.31432015440183736,55.94898748352705,55.94898748352705,0,0
881,2024-06-19 11:46:00,59,59,0,0,2290.224851087676,15856.775148912324,803.7172807068806,0.27795493435439145,16.399341126909096,16.399341126909096,0,0
882,2024-06-19 11:46:01,286,199.4,75.75621746674378,10.843782533256215,2272.5741708875607,15874.425829112439,804.3899654716572,0.3555569797716842,101.68929621470168,70.89806176647383,26.93565188140233,3.8555825668255226
883,2024-06-19 11:46:02,100,100,0,0,2359.1741708875606,15787.82582911244,801.0895543844251,0.29211474718858527,29.211474718858526,29.211474718858526,0,0
884,2024-06-19 11:46:03,119,119,0,0,2346.287145884231,15800.712854115769,801.5806915692107,0.2973227387593054,35.381405912357344,35.381405912357344,0,0
885,2024-06-19 11:46:04,192,192,0,0,2335.914951228736,15811.085048771263,801.97598609854,0.32104186765523146,61.64003858980444,61.64003858980444,0,0
886,2024-06-19 11:46:05,155,155,0,0,2334.9626039143286,15812.03739608567,802.0122809904034,0.30830416828051804,47.787146083480295,47.787146083480295,0,0
887,2024-06-19 11:46:06,123,123,0,0,2329.256668157142,15817.743331842858,802.2297398083716,0.29788118688404835,36.63938598673795,36.63938598673795,0,0
888,2024-06-19 11:46:07,362,199.4,124.37160208212839,38.2283979178716,2319.470966204416,15827.529033795585,802.6026825245509,0.3951088927449877,143.02941917368557,78.78471321335056,49.14032598758996,15.104379972745042
889,2024-06-19 11:46:08,141,141,0,0,2482.070966204416,15664.929033795584,796.4058367649213,0.30966311695289517,43.66249949035822,43.66249949035822,0,0
890,2024-06-19 11:46:09,154,154,0,0,2474.0960968958616,15672.90390310414,796.7097668698309,0.31363758343674614,48.300187849258904,48.300187849258904,0,0
891,2024-06-19 11:46:10,134,134,0,0,2467.914161900436,15679.085838099563,796.9453664864527,0.30683253190458726,41.11555927521469,41.11555927521469,0,0
892,2024-06-19 11:46:11,142,142,0,0,2459.036049950789,15687.96395004921,797.2837200558789,0.3090639813835102,43.88708535645845,43.88708535645845,0,0
893,2024-06-19 11:46:12,0,0,0,0,2451.270266417213,15695.729733582786,797.5796816964707,0.2685439456195242,0,0,0,0
894,2024-06-19 11:46:13,146,146,0,0,2424.483044607331,15722.516955392668,798.6005690389359,0.3089786435419993,45.110881957131895,45.110881957131895,0,0
895,2024-06-19 11:46:14,315,199.4,96.27761711972238,19.322382880277615,2417.359162222525,15729.640837777475,798.87206719606,0.3759710250244261,118.43087288269422,74.96862238987056,36.19759439541126,7.264656097412398
896,2024-06-19 11:46:15,130,130,0,0,2532.959162222525,15614.040837777475,794.4664376154132,0.3081357375932807,40.0576458871265,40.0576458871265,0,0
897,2024-06-19 11:46:16,0,0,0,0,2523.29080601711,15623.70919398289,794.8349081698665,0.2710611627202251,0,0,0,0
898,2024-06-19 11:46:17,135,135,0,0,2495.716551379571,15651.28344862043,795.8857901066782,0.30826272754168077,41.61546821812691,41.61546821812691,0,0
899,2024-06-19 11:46:18,272,199.4,64.9788895315211,7.6211104684788875,2486.875459498274,15660.124540501725,796.2227328049261,0.35945413880141,97.77152575398351,71.67515527700115,23.35693077682487,2.739439700157489
900,2024-06-19 11:46:19,116,116,0,0,2559.4754594982737,15587.524540501727,793.4558754731357,0.3047456121991628,35.35049101510288,35.35049101510288,0,0
901,2024-06-19 11:46:20,121,121,0,0,2547.7396082021605,15599.26039179784,793.9031402968748,0.30585605498568724,37.00858265326816,37.00858265326816,0,0
902,2024-06-19 11:46:21,108,108,0,0,2536.7564190106855,15610.243580989314,794.3217204282917,0.30138261357055,32.5493222656194,32.5493222656194,0,0
903,2024-06-19 11:46:22,108,108,0,0,2524.0117990376757,15622.988200962325,794.8074304174544,0.3008882019366303,32.49592580915607,32.49592580915607,0,0
904,2024-06-19 11:46:23,124,124,0,0,2511.3312078129684,15635.668792187033,795.2907002081089,0.30536972246677474,37.865845585880066,37.865845585880066,0,0
905,2024-06-19 11:46:24,109,109,0,0,2500.9183826785543,15646.081617321446,795.6875432049105,0.3002979995874154,32.73248195502828,32.73248195502828,0,0
906,2024-06-19 11:46:25,117,117,0,0,2488.4909382011306,15658.50906179887,796.1611653243015,0.3022794685388314,35.366697819043274,35.366697819043274,0,0
907,2024-06-19 11:46:26,146,146,0,0,2477.21707372883,15669.78292627117,796.5908233762683,0.3111067096820539,45.421579613579866,45.421579613579866,0,0
908,2024-06-19 11:46:27,0,0,0,0,2469.9382424273986,15677.061757572601,796.8682267888472,0.2691964171048723,0,0,0,0
909,2024-06-19 11:46:28,0,0,0,0,2442.9470189531644,15704.052981046836,797.896888835179,0.2682530366515233,0,0,0,0
910,2024-06-19 11:46:29,115,115,0,0,2416.2507527098933,15730.749247290107,798.9143097716337,0.2988370824568036,34.366264482532415,34.366264482532415,0,0
911,2024-06-19 11:46:30,0,0,0,0,2405.039088822537,15741.960911177463,799.3415972981943,0.2669281022577088,0,0,0,0
912,2024-06-19 11:46:31,0,0,0,0,2378.75707642417,15768.24292357583,800.3432306136025,0.26600950970872844,0,0,0,0
913,2024-06-19 11:46:32,117,117,0,0,2352.7622710732553,15794.237728926744,801.3339181862422,0.2969653604004087,34.74494716684782,34.74494716684782,0,0
914,2024-06-19 11:46:33,0,0,0,0,2342.1033120340894,15804.896687965911,801.7401415879883,0.26472841013574067,0,0,0,0
915,2024-06-19 11:46:34,0,0,0,0,2316.5090551377193,15830.49094486228,802.7155638654738,0.2638338555892573,0,0,0,0
916,2024-06-19 11:46:35,120,120,0,0,2291.1944895695287,15855.805510430471,803.6803268316369,0.2954654505032596,35.455854060391154,35.455854060391154,0,0
917,2024-06-19 11:46:36,117,117,0,0,2281.191544951625,15865.808455048375,804.0615488792338,0.2941631920287304,34.41709346736146,34.41709346736146,0,0
918,2024-06-19 11:46:37,0,0,0,0,2270.856830077504,15876.143169922496,804.45541501727,0.26223824741629675,0,0,0,0
919,2024-06-19 11:46:38,124,124,0,0,2246.04114718886,15900.95885281114,805.4011650743475,0.2949077348154516,36.568559117116,36.568559117116,0,0
920,2024-06-19 11:46:39,0,0,0,0,2236.728304009269,15910.27169599073,805.7560866780839,0.2610454084023442,0,0,0,0
921,2024-06-19 11:46:40,120,120,0,0,2212.285574038285,15934.714425961714,806.6876231330315,0.2923664229873954,35.083970758487446,35.083970758487446,0,0
922,2024-06-19 11:46:41,117,117,0,0,2202.6271316071275,15944.372868392873,807.0557158638073,0.29108720375610503,34.05720283946429,34.05720283946429,0,0
923,2024-06-19 11:46:42,0,0,0,0,2192.648345113052,15954.351654886948,807.436017221569,0.25950475309834087,0,0,0,0
924,2024-06-19 11:46:43,0,0,0,0,2168.687316263524,15978.312683736476,808.3491955734913,0.25866728212262347,0,0,0,0
925,2024-06-19 11:46:44,122,122,0,0,2144.9881309990865,16002.011869000913,809.2523948091161,0.29032177322478714,35.41925633342403,35.41925633342403,0,0
926,2024-06-19 11:46:45,121,121,0,0,2135.8588794338093,16011.14112056619,809.6003195560465,0.2896633798679115,35.049268964017294,35.049268964017294,0,0
927,2024-06-19 11:46:46,95,95,0,0,2126.6512892689466,16020.348710731054,809.9512298639773,0.28174479619853593,26.765755638860913,26.765755638860913,0,0
928,2024-06-19 11:46:47,83,83,0,0,2114.4517539048625,16032.548246095137,810.4161661431309,0.2779271727783096,23.067955340599696,23.067955340599696,0,0
929,2024-06-19 11:46:48,119,119,0,0,2100.9324658440546,16046.067534155945,810.9313994942553,0.28769672689493997,34.23591050049786,34.23591050049786,0,0
930,2024-06-19 11:46:49,0,0,0,0,2091.644906760756,16055.355093239245,811.2853574962396,0.25597454374886314,0,0,0,0
931,2024-06-19 11:46:50,110,110,0,0,2068.7876327863105,16078.21236721369,812.1564706653985,0.28380612947225775,31.218674241948353,31.218674241948353,0,0
932,2024-06-19 11:46:51,0,0,0,0,2058.6209501104568,16088.379049889543,812.5439329312618,0.2548203109581238,0,0,0,0
933,2024-06-19 11:46:52,0,0,0,0,2036.1245584360786,16110.875441563921,813.4012925213868,0.25403403106989464,0,0,0,0
934,2024-06-19 11:46:53,129,129,0,0,2013.8740049468895,16133.125995053111,814.2492829767307,0.28723810799175087,37.05371593093586,37.05371593093586,0,0
935,2024-06-19 11:46:54,128,128,0,0,2006.0764583088883,16140.923541691112,814.5464551404405,0.2866308653985448,36.68875077101374,36.68875077101374,0,0
936,2024-06-19 11:46:55,153,153,0,0,1998.198988257249,16148.801011742751,814.8466732639713,0.29395490370815947,44.975100267348395,44.975100267348395,0,0
937,2024-06-19 11:46:56,135,135,0,0,1993.096326613083,16153.903673386918,815.0411407127565,0.28821316651375706,38.908777479357205,38.908777479357205,0,0
938,2024-06-19 11:46:57,121,121,0,0,1986.035770099916,16160.964229900084,815.3102254586928,0.28377323554910994,34.336561501442304,34.336561501442304,0,0
939,2024-06-19 11:46:58,94,94,0,0,1977.474060522603,16169.525939477397,815.6365206228339,0.27575620170329795,25.921082960110006,25.921082960110006,0,0
940,2024-06-19 11:46:59,328,199.4,104.68739155581261,23.91260844418739,1966.0219386880058,16180.978061311995,816.0729722380214,0.3598203407161314,118.0210717548911,71.7481759387966,37.66865289829555,8.604242917798947
941,2024-06-19 11:47:00,297,199.4,83.8264893001735,13.773510699826486,2094.6219386880057,16052.378061311994,811.1718998844644,0.3519386187490995,104.52576976848255,70.17656057857045,29.50177885888923,4.847430331022876
942,2024-06-19 11:47:01,125,125,0,0,2192.2219386880056,15954.778061311994,807.4522679893853,0.2930885974835454,36.63607468544317,36.63607468544317,0,0
943,2024-06-19 11:47:02,304,199.4,88.77993059572006,15.820069404279929,2183.2525540439206,15963.74744595608,807.7941000508747,0.3593666072598236,109.24744860698638,71.65770148760883,31.90454245094653,5.685204668431017
944,2024-06-19 11:47:03,135,135,0,0,2287.8525540439205,15859.14744595608,803.8076912780749,0.29997101603718346,40.496087165019766,40.496087165019766,0,0
945,2024-06-19 11:47:04,311,199.4,93.59167148640833,18.008328513591668,2279.747821705634,15867.252178294366,804.1165705906421,0.36731258584726434,114.2342141984992,73.24212961794451,34.37739886744032,6.614685713114378
946,2024-06-19 11:47:05,138,138,0,0,2391.347821705634,15755.652178294366,799.8633849401215,0.3050573446659791,42.09791356390512,42.09791356390512,0,0
947,2024-06-19 11:47:06,303,199.4,88.08097165991903,15.51902834008097,2383.270418270896,15763.729581729105,800.171222721323,0.36859128432648836,111.68315915092597,73.49710209470177,32.46587846885458,5.720178587369616
948,2024-06-19 11:47:07,343,199.4,113.7836899942163,29.816310005783688,2486.8704182708957,15660.129581729105,796.2229249310546,0.3936005821099081,135.00499966369847,78.48395607271569,44.78532661633687,11.735716974645937
949,2024-06-19 11:47:08,135,135,0,0,2630.4704182708956,15516.529581729104,790.7501878395244,0.3136380700863257,42.341139461653974,42.341139461653974,0,0
950,2024-06-19 11:47:09,296,199.4,83.10728744939271,13.492712550607285,2621.151959952337,15525.848040047662,791.1053234417238,0.37675563514385213,111.51966800258023,75.12507364768412,31.311138868078643,5.083455486817472
951,2024-06-19 11:47:10,122,122,0,0,2717.751959952337,15429.248040047663,787.4238025291764,0.31286265744612096,38.169244208426754,38.169244208426754,0,0
952,2024-06-19 11:47:11,294,199.4,81.66020821283979,12.939791787160207,2706.184976911329,15440.815023088671,787.864631617795,0.3798786644678616,111.68432735355131,75.74780569489161,31.020970836061085,4.9155508225986235
953,2024-06-19 11:47:12,117,117,0,0,2800.784976911329,15346.215023088671,784.2593326703105,0.314506541329042,36.79726533549791,36.79726533549791,0,0
954,2024-06-19 11:47:13,287,199.4,76.50433776749566,11.095662232504335,2788.096294882783,15358.903705117216,784.7429108094487,0.380454430160009,109.19042145592259,75.8626133739058,29.106414230101414,4.22139385191537
955,2024-06-19 11:47:14,287,199.4,76.50433776749566,11.095662232504335,2875.6962948827827,15271.303705117218,781.4043887396853,0.38460992190728743,110.38304758739149,76.69121842831312,29.424327374325244,4.267501784753131
956,2024-06-19 11:47:15,125,125,0,0,2963.2962948827826,15183.703705117217,778.0658666699215,0.32352820937443383,40.441026171804225,40.441026171804225,0,0
957,2024-06-19 11:47:16,289,199.4,77.99190283400809,11.608097165991902,2951.1720916649724,15195.827908335028,778.5279319669645,0.3891590566920832,112.46696738401205,77.5983159044014,30.3512553365032,4.517396143107454
958,2024-06-19 11:47:17,291,199.4,79.4679005205321,12.1320994794679,3040.7720916649723,15106.227908335028,775.1131879321379,0.3944043183235703,114.77165663215897,78.64422107371992,31.34248313340576,4.784952425033279
959,2024-06-19 11:47:18,294,199.4,81.66020821283979,12.939791787160207,3132.3720916649722,15014.627908335027,771.6222219322481,0.40027345312374674,117.68039521838153,79.81452655287511,32.68641352415753,5.179455141348914
960,2024-06-19 11:47:19,114,114,0,0,3226.972091664972,14920.027908335029,768.0169229847637,0.3301752120188819,37.639974170152534,37.639974170152534,0,0
961,2024-06-19 11:47:20,292,199.4,80.20156159629843,12.39843840370156,3211.8215993961917,14935.178400603809,768.5943231309635,0.4030632225313583,117.69446097915662,80.37080657275284,32.326299869051276,4.997354537352501
962,2024-06-19 11:47:21,311,199.4,93.59167148640833,18.008328513591668,3304.4215993961916,14842.578400603808,765.0652461485421,0.41741692821588133,129.8166646751391,83.23293548624675,39.066748018446454,7.516981170445902
963,2024-06-19 11:47:22,143,143,0,0,3416.0215993961915,14730.978400603808,760.8120604980213,0.3478867843592766,49.747810163376556,49.747810163376556,0,0
964,2024-06-19 11:47:23,301,199.4,86.67437825332561,14.925621746674375,3405.421250384202,14741.578749615797,761.2160502140456,0.41700525688618495,125.51858232274166,83.15084822310529,36.14367136897841,6.224062730657977
965,2024-06-19 11:47:24,136,136,0,0,3507.0212503842017,14639.978749615799,757.3439743888404,0.3489690125850373,47.459785711565075,47.459785711565075,0,0
966,2024-06-19 11:47:25,274,199.4,66.55320994794678,8.04679005205321,3494.790182072975,14652.209817927025,757.8101124195917,0.40738594755072055,111.62374962889743,81.23275794161368,27.112842497186342,3.2781491900974085
