HR rest,HR max,SteadyS HR,SteadyS Power,,,,,,,,,,,,,
47,193,120,120,,,,,,,,,,,,,
,,143,180,,,,,,,,,,,,,
,,162,240,,,,,,,,,,,,,
,,170,270,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Power = 1.96*HR - 107
